name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Hojer Jan,GER,1,2t3 3b4,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,2,2,X,X,X,1,1,1,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,2,1t1 3b4,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,1,1,X,X,X,1,X,2,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Ghisolfi Stefano,ITA,3,1t1 3b9,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,1,1,X,4,X,4,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,4,1t2 3b7,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,2,2,X,3,X,2,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Narasaki Tomoa,JPN,5,1t2 2b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,2,1,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,6,1t3 2b3,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,3,2,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,7,0t 3b5,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,3,X,X,X,1,X,1,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,8,0t 2b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,1,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Mecherzynski-Wiktor Andrzej,POL,9,0t 2b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,1,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,10,0t 2b3,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,2,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Petrakov Artem,RUS,11,0t 2b5,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,3,X,X,X,2,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Qu HaiBin,CHN,12,0t 2b7,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,2,X,X,X,5,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Verhoeven Jorg,NED,13,0t 1b1,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,X,X,X,X,1,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Lee Donggun,KOR,14,0t 1b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,2,X,X,X,X,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
Seto Keita,JPN,15,0t 1b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Men,Semi-Final,2014-06-20,/api/v1/category_rounds/3040/results,/api/v1/events/855/result/3,X,X,X,X,X,2,X,X,2014-06-20_Haiyang_Boulder_Men_Semi-Final.csv
