name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Sa Sol,KOR,1,5t7 5b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,3,3,1,1,1,1,1,1,1,1
Coxsey Shauna,GBR,2,5t8 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,2,2,1,1,1,1,3,3,1,1
Puccio Alex,USA,2,5t8 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,4,4,1,1,1,1,1,1,1,1
Wurm Juliane,GER,2,5t8 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,3,3,1,1,1,1,2,2,1,1
Durif Charlotte,FRA,5,5t9 5b8,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,3,2,1,1,1,1,3,3,1,1
Stöhr Anna,AUT,6,5t10 5b7,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,2,2,1,1,3,2,1,1,3,1
Noguchi Akiyo,JPN,7,5t10 5b10,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,5,5,1,1,1,1,2,2,1,1
Retschy Monika,GER,7,5t10 5b10,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,3,3,2,2,1,1,3,3,1,1
Zijlstra Vera,NED,9,5t13 5b13,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,9,9,1,1,1,1,1,1,1,1
Thévenet Marine,FRA,10,5t14 5b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,5,5,1,1,1,1,3,3,4,1
Payne Angela,USA,11,5t15 5b13,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,8,8,2,1,1,1,2,2,2,1
Onoe Aya,JPN,12,4t10 4b9,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,6,6,1,1,1,1,X,X,2,1
Saurwein Katharina,AUT,13,4t11 4b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,5,5,1,1,X,X,4,4,1,1
Buhrfeind Claire,USA,14,4t12 5b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,4,4,2,2,4,2,2,2,X,1
Gibert Fanny,FRA,14,4t12 5b11,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,3,3,1,1,4,4,4,2,X,1
Klingler Petra,SUI,16,3t3 5b5,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,853,2014,Toronto,Boulder,Women,Qualification,2014-05-31,/api/v1/category_rounds/3016/results,/api/v1/events/853/result/7,1,1,1,1,X,1,1,1,X,1
