name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Puccio Alex,USA,1,3t3 4b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,1,1,X,1,1,1,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Wurm Juliane,GER,2,3t5 4b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,1,1,X,1,3,3,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,3,3t5 3b3,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,2,1,2,1,X,X,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,4,2t3 4b5,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,2,1,1,1,X,1,X,2,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,5,2t4 4b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,3,2,X,1,X,2,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,6,2t5 3b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,4,2,X,1,X,X,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Thévenet Marine,FRA,7,1t1 3b5,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,X,X,X,1,X,3,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Oda Momoka,JPN,8,1t1 3b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,1,1,X,4,X,1,X,X,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Fakhritdinova Dinara,RUS,9,1t2 4b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,2,1,X,1,X,1,X,3,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Iakovleva Olga,RUS,10,1t2 3b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,2,1,X,2,X,1,X,X,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
Gibert Fanny,FRA,11,1t2 3b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Women,Semi-Final,2014-05-03,/api/v1/category_rounds/2995/results,/api/v1/events/850/result/7,2,1,X,X,X,1,X,2,2014-05-03_Baku_Boulder_Women_Semi-Final.csv
