name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Kim Jain,KOR,1,Top,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,Top,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Verhoeven Anak,BEL,1,Top,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,Top,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Markovic Mina,SLO,3,45,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,45,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Vidmar Maja,SLO,4,44+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,44+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Röck Magdalena,AUT,5,43+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,43+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Janicot Hélène,FRA,5,43+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,43+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Kobayashi Yuka,JPN,7,43+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,43+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Durif Charlotte,FRA,8,40+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,40+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Noguchi Akiyo,JPN,9,38+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,38+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Malamid Evgeniia,RUS,10,37+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,37+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Romain Salomé,FRA,11,35+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,35+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Söderlund Matilda,SWE,12,34+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,34+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Stotz Rebekka,SUI,13,34+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,34+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Lavarda Jenny,ITA,14,34+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,34+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Klingler Petra,SUI,15,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Miller Delaney,USA,16,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Schranz Christine,AUT,17,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Posch Katharina,AUT,18,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Chereshneva Yana,RUS,19,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
van Bergen Nikki,NED,19,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Ota Risa,JPN,21,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Rosero Carolina,ECU,22,22+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Vejmolova Iva,CZE,23,22,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Bacher Barbara,AUT,24,22,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,22,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
Kazbekova Ievgeniia,UKR,25,18+,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Women,Semi-Final,2014-09-08,/api/v1/category_rounds/3081/results,/api/v1/events/862/result/5,18+,2014-09-08_Gijon_Lead_Women_Semi-Final.csv
