name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Kim Jain,KOR,1,58+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,58+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Verhoeven Anak,BEL,2,57,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,57,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Röck Magdalena,AUT,3,52+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,52+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Markovic Mina,SLO,4,52,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,52,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Tajima Aika,JPN,5,45+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,45+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Posch Katharina,AUT,6,44+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,44+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Janicot Hélène,FRA,7,42,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,42,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Schranz Christine,AUT,8,40,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,40,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Vidmar Maja,SLO,9,38+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,38+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
Kobayashi Yuka,JPN,10,36+,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",863,2014,Mokpo,Lead,Women,Semi-Final,2014-10-11,/api/v1/category_rounds/3091/results,/api/v1/events/863/result/5,36+,2014-10-11_Mokpo_Lead_Women_Semi-Final.csv
