name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Krasavina Mariia,,1,8.35,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,True,8.72,True,8.29,True,8.35,,,2014-06-20_Haiyang_Speed_Women_Final.csv
Kaplina Iuliia,,2,FALL,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,True,8.56,True,8.0,False,FALL,,,2014-06-20_Haiyang_Speed_Women_Final.csv
Jaubert Anouck,,3,8.58,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,True,8.73,False,8.35,,,True,8.58,2014-06-20_Haiyang_Speed_Women_Final.csv
Miroslaw Aleksandra,,4,FALL,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,True,8.88,False,FALL,,,False,FALL,2014-06-20_Haiyang_Speed_Women_Final.csv
Levochkina  Yuliya,,5,8.89,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,False,8.89,,,,,,,2014-06-20_Haiyang_Speed_Women_Final.csv
Gaidamakina Alina,,6,8.95,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,False,8.95,,,,,,,2014-06-20_Haiyang_Speed_Women_Final.csv
Buczek Klaudia,,7,9.28,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,False,9.28,,,,,,,2014-06-20_Haiyang_Speed_Women_Final.csv
Tita Supita,,8,9.61,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Speed,Women,Final,2014-06-20,/api/v1/category_rounds/3035/results,/api/v1/events/855/result/6,False,9.61,,,,,,,2014-06-20_Haiyang_Speed_Women_Final.csv
