name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Hojer Jan,GER,1,5t10 5b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,1,1,1,1,2,2,5,2,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Rugens Rolands,LVA,1,5t6 5b5,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,2,1,1,1,1,1,1,1,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Gelmanov Rustam,RUS,2,5t10 5b10,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,5,5,2,2,1,1,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Kruder Jernej,SLO,2,5t8 5b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,4,4,1,1,1,1,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Hori Tsukuru,JPN,3,5t15 5b14,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,2,1,2,2,1,1,3,3,7,7,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Mecherzynski-Wiktor Andrzej,POL,3,5t10 5b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,4,4,1,1,3,1,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Sugimoto Rei,JPN,3,5t10 5b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,3,3,1,1,4,2,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Moroni Gabriele,ITA,4,4t6 5b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,3,2,1,1,1,1,X,3,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Bonder Jeremy,FRA,5,4t7 5b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,2,2,2,1,1,1,X,1,2,2,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Fischhuber Kilian,AUT,5,5t10 5b9,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,3,3,2,2,3,2,1,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
Baltrunas Kipras,LTU,6,4t8 5b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Men,Qualification,2014-05-10,/api/v1/category_rounds/3007/results,/api/v1/events/851/result/3,1,1,1,1,2,2,4,3,X,1,2014-05-10_Grindelwald_Boulder_Men_Qualification.csv
