name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
McColl Sean,CAN,1,3t5 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,3,1,X,1
Bonder Jeremy,FRA,2,3t5 4b9,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,4,3,3
Sharafutdinov Dmitrii,RUS,3,3t7 3b6,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,2,2,X,X,4,3
Glairon Mondet Guillaume,FRA,4,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,2,X,1
Fischhuber Kilian,AUT,5,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,2,X,1
Fujii Kokoro,JPN,6,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,2,X,1
Hojer Jan,GER,7,2t2 4b8,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,2,X,4
Danker Stefan,GER,8,2t2 4b10,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,2,X,6
Rugens Rolands,LVA,9,2t2 4b11,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,1,1,1,1,X,3,X,6
Traversi Carlo,USA,10,2t3 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,2,1,1,1,X,1,X,2
Vorotnikov Vasya,USA,11,2t3 4b7,IFSC Climbing Worldcup (B) - Vail (USA) 2014,854,2014,Vail,Boulder,Men,Semi-Final,2014-06-06,/api/v1/category_rounds/3026/results,/api/v1/events/854/result/3,2,1,1,1,X,2,X,3
