name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Hroza Libor,CZE,1,6.350,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Zhong QiXin,CHN,2,6.450,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Boldyrev Danyil,UKR,3,6.470,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Kokorin Stanislav,RUS,3,6.470,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Dzienski Marcin,POL,5,6.480,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Shevchenko Arsenii,RUS,6,6.630,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Gontaryk Yaroslav,UKR,7,6.670,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Vaitsekhovskii Evgenii,RUS,8,6.700,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Swirk Lukasz,POL,9,6.770,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Gontero Leonardo,ITA,10,6.820,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Poliakov Anton,RUS,11,6.870,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Mawem Bassa,FRA,12,6.930,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Sinitcyn Sergei,RUS,13,6.940,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Deulin Vladislav,RUS,14,6.960,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Komosinski Jedrzej,POL,15,7.220,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Alipourshenazandifar Reza,IRI,16,7.360,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
LE COUSTER Yoann,FRA,17,7.410,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Shafiee Mohsen,IRI,18,7.680,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Chartolani Gogi,GEO,19,9.370,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Jankhoteli Giga,GEO,20,9.910,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Mukbaniani Giorgi,GEO,21,11.850,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
Khutsishvili  Mamuka,GEO,22,11.880,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Speed,Men,Qualification,2014-05-03,/api/v1/category_rounds/3002/results,/api/v1/events/850/result/2
