name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Desgranges Romain,FRA,1,Top 1. | Top 1. [3.87],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,Top
Julian  Puigblanque Ramón ,ESP,1,Top 1. | Top 1. [3.87],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,Top
McColl Sean,CAN,1,Top 1. | Top 1. [3.87],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,Top
Ondra Adam,CZE,1,Top 1. | Top 1. [3.87],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,Top
Schubert Jakob,AUT,1,Top 1. | Top 1. [3.87],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,Top
Amma Sachi,JPN,6,Top 1. | 39+ 6. [5.48],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,39+
Ghisolfi Stefano,ITA,7,Top 1. | 36+ 8. [7.25],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,36+
Skofic Domen,SLO,7,Top 1. | 36+ 8. [7.25],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,36+
Vettorata Francesco,ITA,7,Top 1. | 36+ 8. [7.25],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,Top,36+
Supper Gautier,FRA,10,34+ 10. | 38+ 7. [8.77],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,34+,38+
Romain Manuel,FRA,11,34 13. | 36+ 8. [11.91],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,34,36+
Min Hyunbin,KOR,12,34+ 10. | 35.5+ 14. [12.63],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,34+,35.5+
Midtboe Magnus,NOR,13,31+ 16. | 36+ 8. [13.94],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,36+
Fakirianov Dmitrii,RUS,14,34+ 10. | 35+ 16. [14.83],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,34+,35+
Park Jihwan,KOR,15,28+ 29. | 36+ 8. [17.90],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,28+,36+
Chernikov Mikhail,RUS,16,31+ 16. | 35+ 16. [19.24],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,35+
Korenaga Keiichiro,JPN,16,31+ 16. | 35+ 16. [19.24],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,35+
Primozic Urban,SLO,16,31+ 16. | 35+ 16. [19.24],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,35+
Samoilov Fedir,UKR,16,31+ 16. | 35+ 16. [19.24],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,35+
Terentyev Sergey,RUS,20,32 15. | 33+ 28. [21.04],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,32,33+
Bombardi Marcello,ITA,21,31 22. | 35+ 16. [21.21],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31,35+
Lechner Mario,AUT,21,31 22. | 35+ 16. [21.21],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31,35+
Kryukov Valeriy,UKR,23,31+ 16. | 35 25. [21.93],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,31+,35
Halenke Sebastian,GER,24,30+ 24. | 35+ 16. [22.36],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,30+,35+
Köb Lukas,AUT,25,34 13. | 30+ 38. [22.80],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,34,30+
Hanke Christoph,GER,26,29 28. | 35+ 16. [23.66],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,29,35+
Tauporn Thomas,GER,27,30+ 24. | 35 25. [25.50],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,30+,35
Shimatani Naoki,JPN,28,30+ 24. | 33+ 28. [27.16],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,30+,33+
JonasMcRae Elan,CAN,29,28+ 29. | 33+ 28. [30.00],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,28+,33+
Hojer Jan,GER,30,29+ 27. | 31 36. [31.39],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,29+,31
Ballet Thomas,FRA,31,11 70. | 35.5+ 14. [31.97],"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",862,2014,Gijon,Lead,Men,Qualification,2014-09-08,/api/v1/category_rounds/3085/results,/api/v1/events/862/result/1,11,35.5+
