name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Gelmanov Rustam,RUS,1,3t5 4b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,2,2,1,1,2,2,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Sharafutdinov Dmitrii,RUS,2,3t7 5b8,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,1,1,1,1,5,2,X,3,2014-05-03_Baku_Boulder_Men_Qualification.csv
Levier Alban,FRA,3,3t11 4b8,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,5,5,2,1,4,1,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Fischhuber Kilian,AUT,4,2t4 5b8,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,2,2,X,2,2,2,X,1,2014-05-03_Baku_Boulder_Men_Qualification.csv
Hojer Jan,GER,5,2t6 4b5,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,2,2,X,1,4,1,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Rugens Rolands,LVA,6,2t7 4b10,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,4,4,3,1,X,4,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Bonder Jeremy,FRA,7,1t1 2b2,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,1,1,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Kruder Jernej,SLO,8,1t2 4b7,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,X,X,2,2,2,X,1,2014-05-03_Baku_Boulder_Men_Qualification.csv
Glairon Mondet Guillaume,FRA,9,1t3 5b9,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,3,3,X,1,X,1,X,3,2014-05-03_Baku_Boulder_Men_Qualification.csv
Takata Tomoaki,JPN,10,1t3 4b9,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,3,X,2,X,2,3,2,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Verhoeven Jorg,NED,11,1t3 4b11,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,1,3,2,X,7,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Kassay James,AUS,12,1t3 3b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,2,3,3,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
de Leeuw Nicky,NED,13,1t4 4b5,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,4,2,X,1,X,1,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Scarperi Stefan,ITA,14,1t4 3b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,4,4,X,1,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Baratzadeh Gholamali,IRI,15,1t5 4b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,1,5,2,X,2,2014-05-03_Baku_Boulder_Men_Qualification.csv
Fujii Kokoro,JPN,16,1t6 4b12,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,6,6,X,1,X,4,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Yamauchi Makoto,JPN,17,1t6 3b11,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,5,6,5,X,1,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Jubes Angarita Marco Antonio,ESP,18,1t8 2b7,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,X,X,X,8,5,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Huerta Mauricio,MEX,19,1t10 3b14,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,3,10,10,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Baumann Jonas,GER,20,0t 4b7,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,1,X,2,X,3,2014-05-03_Baku_Boulder_Men_Qualification.csv
Petrakov Artem,RUS,21,0t 3b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,2,X,3,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Bunsch Piotr,POL,22,0t 3b9,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,6,X,X,X,2,2014-05-03_Baku_Boulder_Men_Qualification.csv
Coley Orrin,GBR,22,0t 3b9,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,X,X,2,X,5,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Zerr Joel,USA,24,0t 3b10,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,5,X,4,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
De Alba Flores Santiago,MEX,25,0t 3b11,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,7,X,2,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Sanchez González Ignacio,ESP,25,0t 3b11,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,2,X,8,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Doustarian Arash,IRI,27,0t 2b2,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,1,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Beliakov Oleg,RUS,28,0t 2b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,X,X,3,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Hori Tsukuru,JPN,28,0t 2b4,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,X,X,3,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Dabrundashvili Guram,GEO,30,0t 2b6,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,X,X,4,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
KhodaeiDamerchidarsi Mojtaba,IRI,31,0t 2b7,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,6,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Catari Ramones Carlos Jose,ESP,32,0t 2b8,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,2,X,X,X,6,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Dulgeroglu Burak,TUR,33,0t 2b12,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,5,X,X,X,7,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
Aksu Berkan,TUR,34,0t 1b1,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",850,2014,Baku,Boulder,Men,Qualification,2014-05-03,/api/v1/category_rounds/2999/results,/api/v1/events/850/result/3,X,1,X,X,X,X,X,X,X,X,2014-05-03_Baku_Boulder_Men_Qualification.csv
