name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Coxsey Shauna,GBR,1,4t7 4b6,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,1,1,2,1,3,3
Noguchi Akiyo,JPN,2,3t3 4b8,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,1,1,1,1,X,5
Fakhritdinova Dinara,RUS,3,3t7 4b9,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,X,3,3,2,3,3
Stöhr Anna,AUT,4,2t2 4b4,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,X,1,X,1,1,1
Nonaka Miho,JPN,5,2t3 4b5,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,X,1,X,1,2,2
Wurm Juliane,GER,6,2t3 4b7,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,2,2,X,1,X,3,1,1
Klingler Petra,SUI,7,2t3 4b8,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,X,1,X,4,2,2
Saurwein Katharina,AUT,8,2t4 4b7,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,2,2,X,2,X,1,2,2
Sa Sol,KOR,9,1t1 2b2,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,1,1,1,X,X
Oda Momoka,JPN,10,1t1 1b1,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,1,1,X,X,X,X,X,X
Zijlstra Vera,NED,11,0t 4b10,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,1,X,2,X,3,X,4
Onoe Aya,JPN,12,0t 1b3,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,3,X,X,X,X
JIANG Rong,CHN,13,0t 1b3,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,3,X,X,X,X,X,X
Kim Seunghyun,KOR,14,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
Hosono Kaori,JPN,15,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
RenZeng WangMu,CHN,16,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
Matsushima Yuki,JPN,17,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
Syarifah  Abdul Rohma,IDN,17,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
"Chiu Chi-Heng, Sharon",HKG,19,0t 0b,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",855,2014,Haiyang,Boulder,Women,Semi-Final,2014-06-20,/api/v1/category_rounds/3032/results,/api/v1/events/855/result/7,X,X,X,X,X,X,X,X
