name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Kaplina Iuliia,RUS,1,8.440,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Krasavina Mariia,RUS,2,8.520,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Levochkina  Yuliya,RUS,3,8.790,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Jaubert Anouck,FRA,4,8.850,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Rudzinska Aleksandra,POL,5,8.880,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Buczek Klaudia,POL,6,8.950,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Heitz Margot,FRA,7,9.020,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Polekhina Kseniya,RUS,7,9.020,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Bruckner Esther,FRA,9,9.170,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
Tsyganova Anna,RUS,10,9.260,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",849,2014,Chongqing,Speed,Women,Qualification,2014-04-26,/api/v1/category_rounds/2987/results,/api/v1/events/849/result/6
