name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Coxsey Shauna,GBR,1,4t10 4b10,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,1,1,5,5,1,1,3,3,2014-05-10_Grindelwald_Boulder_Women_Final.csv
Stöhr Anna,AUT,2,4t12 4b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,2,1,7,5,1,1,2,1,2014-05-10_Grindelwald_Boulder_Women_Final.csv
Wurm Juliane,GER,3,3t11 3b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,1,1,7,4,X,X,3,2,2014-05-10_Grindelwald_Boulder_Women_Final.csv
Noguchi Akiyo,JPN,4,2t3 2b3,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,2,2,X,X,1,1,X,X,2014-05-10_Grindelwald_Boulder_Women_Final.csv
Puccio Alex,USA,5,1t3 3b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,X,1,X,4,3,1,X,X,2014-05-10_Grindelwald_Boulder_Women_Final.csv
Stotz Rebekka,SUI,6,0t 0b,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,851,2014,Grindelwald,Boulder,Women,Final,2014-05-10,/api/v1/category_rounds/3006/results,/api/v1/events/851/result/7,X,X,X,X,X,X,X,X,2014-05-10_Grindelwald_Boulder_Women_Final.csv
