name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Gelmanov Rustam,RUS,1,4t5 4b4,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,2,1,1,1,1,1,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Bonder Jeremy,FRA,2,4t6 4b5,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,2,2,2,1,1,1,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,2,4t6 4b5,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,2,1,2,2,1,1,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Hojer Jan,GER,4,4t6 4b6,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,1,1,1,1,1,1,3,3,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Levier Alban,FRA,5,4t8 4b4,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,2,1,1,1,3,1,2,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Julien Stéphan,FRA,6,4t9 4b8,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,1,1,1,1,3,2,4,4,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,7,3t5 4b6,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,2,2,1,2,2,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Caleyron Thomas,FRA,8,3t7 4b7,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,4,3,X,2,2,1,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Tauporn Thomas,GER,9,3t12 4b6,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,1,6,2,2,1,4,2,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,10,2t3 4b7,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,1,X,3,1,1,2,2,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Moroni Gabriele,ITA,10,2t3 4b7,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,3,X,2,2,1,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Barrans David,GBR,12,2t3 4b9,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,2,2,2,X,4,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Mecherzynski-Wiktor Andrzej,POL,13,2t3 4b12,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,1,1,X,9,X,1,2,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
de Leeuw Nicky,NED,14,2t3 3b3,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,1,X,X,1,1,2,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,15,2t3 3b4,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,1,1,1,2,2,X,X,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Kassay James,AUS,16,2t4 4b6,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,2,X,2,2,1,2,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Verhoeven Jorg,NED,17,2t5 4b10,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,5,4,1,X,3,1,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Farrell Thomas,AUS,18,1t1 4b8,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,1,X,2,1,1,X,4,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Heiniger Kevin,SUI,19,1t1 4b12,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,3,X,4,1,1,X,4,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
Mawem Mickael,FRA,20,0t 3b4,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,856,2014,Laval,Boulder,Men,Semi-Final,2014-06-27,/api/v1/category_rounds/3048/results,/api/v1/events/856/result/3,X,2,X,X,X,1,X,1,2014-06-27_Laval_Boulder_Men_Semi-Final.csv
