name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
Hammer Zach,USA,13,5.22,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,7.646,5.224,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,14,5.23,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,5.233,2024-04-12_Wujiang_Speed_Men_Qualification.csv
LONG JINBAO,CHN,15,5.241,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.241,5.472,2024-04-12_Wujiang_Speed_Men_Qualification.csv
OMASA Ryo,JPN,16,5.249,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.856,5.249,2024-04-12_Wujiang_Speed_Men_Qualification.csv
HUANG JINGJIE,CHN,17,5.26,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,11.118,5.267,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Moro Guillaume,FRA,18,5.28,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.303,5.285,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Stokes Rafe,USA,19,5.29,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,5.293,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Amon Kevin,AUT,20,5.30,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.303,5.579,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,21,5.310,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.311,5.31,2024-04-12_Wujiang_Speed_Men_Qualification.csv
DENG YUTAO,CHN,22,5.312,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.312,6.413,2024-04-12_Wujiang_Speed_Men_Qualification.csv
ADI MULYONO RAHMAD,INA,23,5.315 (6.062),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.315,6.062,2024-04-12_Wujiang_Speed_Men_Qualification.csv
MUHAMMAD FAJRI ALFIAN,INA,24,5.315 (6.443),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.315,6.443,2024-04-12_Wujiang_Speed_Men_Qualification.csv
JUNG Yongjun,KOR,25,5.32,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.48,5.324,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Pavlenko Kostiantyn,UKR,26,5.33,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.337,5.564,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Rebreyend Pierre,FRA,27,5.34,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.342,9.836,2024-04-12_Wujiang_Speed_Men_Qualification.csv
ZHANG DINGFENG,CHN,28,5.35,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,7.316,5.352,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Robbiati Luca,ITA,29,5.37,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.383,5.371,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Ilchyshyn Hryhorii,UKR,30,5.384,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.384,6.621,2024-04-12_Wujiang_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,31,5.385,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.385,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
MOREL Jérôme,FRA,32,5.387 (5.463),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.463,5.387,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Zodda Gian Luca,ITA,33,5.387 (6.784),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.784,5.387,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Bratschi Noah,USA,34,5.40,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,5.403,2024-04-12_Wujiang_Speed_Men_Qualification.csv
SHIN Euncheol,KOR,35,5.41,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.416,5.784,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Carmanns Leander,GER,36,5.46,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.461,7.87,2024-04-12_Wujiang_Speed_Men_Qualification.csv
CHU SHOUHONG,CHN,37,5.47,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,7.185,5.472,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Maimuratov Amir,KAZ,38,5.49,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.495,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Boulos Alessandro,ITA,39,5.57,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,8.777,5.576,2024-04-12_Wujiang_Speed_Men_Qualification.csv
LAI CHANGSHENG,CHN,40,5.58,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.554,5.581,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Granja Lopez Carlos Felipe,ECU,41,5.59,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,5.595,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Lucke Sebastian,GER,42,5.60,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.045,5.601,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Dzienski Marcin,POL,43,5.63,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.631,5.823,2024-04-12_Wujiang_Speed_Men_Qualification.csv
WONG Cheuk-nam,HKG,44,5.732,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.732,5.826,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Lee Yongsu,KOR,45,5.733,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.106,5.733,2024-04-12_Wujiang_Speed_Men_Qualification.csv
David Julian,NZL,46,5.74 (OcR),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.741,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Choi Jongbin,KOR,47,5.79,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.791,8.135,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Lin Thomas,USA,48,5.80,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.898,5.809,2024-04-12_Wujiang_Speed_Men_Qualification.csv
WEI JUNFEI,CHN,49,5.81,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,5.814,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Bader Linus,GER,50,5.87,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.492,5.871,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Lin Chia Hsiang,TPE,51,5.96,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,5.963,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Lin YU,CHN,52,6.22,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.22,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Knapp Lukas,AUT,53,6.30,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,DNF,6.307,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Marak Mathisue Jone,IND,54,6.41,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.513,6.415,2024-04-12_Wujiang_Speed_Men_Qualification.csv
FUJINO Shuto,JPN,55,6.48,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.481,9.75,2024-04-12_Wujiang_Speed_Men_Qualification.csv
TABUCHI Motonori,JPN,56,6.94,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,6.944,9.747,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Altynbekov Beknur,KAZ,57,7.12,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,7.127,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
GUO ZIHAO,CHN,58,7.62,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,7.623,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
Tkach Yaroslav,UKR,59,11.71,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Men,Qualification,2024-04-12,/api/v1/category_rounds/8506/results,/api/v1/events/1354/result/2,11.71,DNF,2024-04-12_Wujiang_Speed_Men_Qualification.csv
