name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
MCNEICE Erin,GBR,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
MORI Ai,JPN,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
PILZ Jessica,AUT,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
SEO Chaehyun,KOR,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
ZHANG Yuetong,CHN,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
Sanders Anastasia,USA,6,6.71,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,47,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
TANII Natsuki,JPN,7,7.98,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
AVEZOU Zélia,FRA,8,9.08,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,44,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
KRAMPL Mia,SLO,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
LUO Zhilu,CHN,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
ROGORA Laura,ITA,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
KIM Jain,KOR,12,12.02,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,39+,2024-10-02_Seoul_Lead_Women_Qualification.csv
JANICOT Hélène,FRA,13,13.13,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
KOTAKE Mei,JPN,14,13.2,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,35,2024-10-02_Seoul_Lead_Women_Qualification.csv
COPAR Sara,SLO,15,13.56,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,41+,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
TAKAO Tomona,JPN,16,14.75,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,38,TOP,2024-10-02_Seoul_Lead_Women_Qualification.csv
SMETANOVA Michaela,CZE,17,15.97,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,33+,2024-10-02_Seoul_Lead_Women_Qualification.csv
VAN DER MEER Lynn,NED,18,16.49,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,40,2024-10-02_Seoul_Lead_Women_Qualification.csv
PÖTZI Mattea,AUT,19,17.97,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,35+,2024-10-02_Seoul_Lead_Women_Qualification.csv
POUGET Camille,FRA,20,18.67,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,35,2024-10-02_Seoul_Lead_Women_Qualification.csv
Rekar Rosa,SLO,21,21.0,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,41+,38+,2024-10-02_Seoul_Lead_Women_Qualification.csv
