name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
MAIMURATOV Amir,KAZ,1.0,4.96,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,4.964,5.307,2024-07-17_Briancon_Speed_Men_Qualification.csv
ZURLONI Matteo,ITA,2.0,4.97,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,4.972,5.198,2024-07-17_Briancon_Speed_Men_Qualification.csv
KHAIBULLIN Rishat,KAZ,3.0,5.01,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.017,5.174,2024-07-17_Briancon_Speed_Men_Qualification.csv
WANG Xinshang,CHN,4.0,5.08,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.08,5.221,2024-07-17_Briancon_Speed_Men_Qualification.csv
FOSSALI Ludovico,ITA,5.0,5.12,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.193,5.121,2024-07-17_Briancon_Speed_Men_Qualification.csv
ZHANG Liang,CHN,6.0,5.17,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.172,DNF,2024-07-17_Briancon_Speed_Men_Qualification.csv
LONG Jianguo,CHN,7.0,5.253,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.253,5.868,2024-07-17_Briancon_Speed_Men_Qualification.csv
MORO Guillaume,FRA,8.0,5.254,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.254,5.359,2024-07-17_Briancon_Speed_Men_Qualification.csv
CARMANNS Leander,GER,9.0,5.257,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.389,5.257,2024-07-17_Briancon_Speed_Men_Qualification.csv
JUNG Yongjun,KOR,10.0,5.258,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.258,5.324,2024-07-17_Briancon_Speed_Men_Qualification.csv
David Julian,NZL,11.0,5.265 (OcR),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.4,5.265,2024-07-17_Briancon_Speed_Men_Qualification.csv
BOULOS Alessandro,ITA,12.0,5.266,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.266,5.425,2024-07-17_Briancon_Speed_Men_Qualification.csv
HUANG Jingjie,CHN,13.0,5.274,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.274,5.345,2024-07-17_Briancon_Speed_Men_Qualification.csv
NOYA CARDONA Erik,ESP,14.0,5.275,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.723,5.275,2024-07-17_Briancon_Speed_Men_Qualification.csv
ALTYNBEKOV Beknur,KAZ,15.0,5.29,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.299,6.306,2024-07-17_Briancon_Speed_Men_Qualification.csv
MAWEM Bassa,FRA,16.0,5.33,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,6.652,5.338,2024-07-17_Briancon_Speed_Men_Qualification.csv
MOREL Jérôme,FRA,17.0,5.341,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.48,5.341,2024-07-17_Briancon_Speed_Men_Qualification.csv
LUCKE Sebastian,GER,18.0,5.342,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.952,5.342,2024-07-17_Briancon_Speed_Men_Qualification.csv
ROBBIATI Luca,ITA,19.0,5.347,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.347,5.424,2024-07-17_Briancon_Speed_Men_Qualification.csv
Bratschi Noah,USA,20.0,5.35,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.356,5.435,2024-07-17_Briancon_Speed_Men_Qualification.csv
TOKTAROV Damir,KAZ,21.0,5.37,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.45,5.375,2024-07-17_Briancon_Speed_Men_Qualification.csv
PAVLENKO Kostiantyn,UKR,22.0,5.38 (5.385),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.385,5.385,2024-07-17_Briancon_Speed_Men_Qualification.csv
AMON Kevin,AUT,23.0,5.38 (5.493),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.493,5.385,2024-07-17_Briancon_Speed_Men_Qualification.csv
REBREYEND Pierre,FRA,24.0,5.39,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,6.116,5.39,2024-07-17_Briancon_Speed_Men_Qualification.csv
LIN Yu,CHN,25.0,5.41,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.414,6.405,2024-07-17_Briancon_Speed_Men_Qualification.csv
UMLAUF Aodhan,GER,26.0,5.48,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,6.429,5.482,2024-07-17_Briancon_Speed_Men_Qualification.csv
TANII Kazuki,JPN,27.0,5.50,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.702,5.501,2024-07-17_Briancon_Speed_Men_Qualification.csv
KNAPP Lukas,AUT,28.0,5.51,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.517,5.898,2024-07-17_Briancon_Speed_Men_Qualification.csv
KIM Younghyun,KOR,29.0,5.57,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.574,5.723,2024-07-17_Briancon_Speed_Men_Qualification.csv
BADER Linus,GER,30.0,5.651,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,DNF,5.651,2024-07-17_Briancon_Speed_Men_Qualification.csv
UEGAKI Ginta,JPN,31.0,5.653,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Qualification,2024-07-17,/api/v1/category_rounds/8524/results,/api/v1/events/1358/result/2,5.653,5.931,2024-07-17_Briancon_Speed_Men_Qualification.csv
