name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
Zurloni Matteo,ITA,1,4.978 (ER),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,4.978,5.931,2024-07-12_Chamonix_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,2,4.979,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.056,4.979,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Watson Samuel,USA,3,5.03,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,6.934,5.032,2024-07-12_Chamonix_Speed_Men_Qualification.csv
WANG XINSHANG,CHN,4,5.07,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.075,5.166,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Maimuratov Amir,KAZ,5,5.11,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,9.19,5.113,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,6,5.14,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,DNF,5.144,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Tkach Yaroslav,UKR,7,5.16,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.248,5.167,2024-07-12_Chamonix_Speed_Men_Qualification.csv
ZHANG LIANG,CHN,8,5.19,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.194,5.346,2024-07-12_Chamonix_Speed_Men_Qualification.csv
OMASA Ryo,JPN,9,5.215,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.274,5.215,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,10,5.219,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.219,5.221,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Rebreyend Pierre,FRA,11,5.23,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.406,5.231,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Ilchyshyn Hryhorii,UKR,12,5.254,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.302,5.254,2024-07-12_Chamonix_Speed_Men_Qualification.csv
JUNG Yongjun,KOR,13,5.257,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.273,5.257,2024-07-12_Chamonix_Speed_Men_Qualification.csv
FUJINO Shuto,JPN,14,5.29,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.292,8.362,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Zodda Gian Luca,ITA,15,5.30,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.368,5.303,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Toktarov Damir,KAZ,16,5.360,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.36,5.452,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Robbiati Luca,ITA,17,5.367,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.367,7.883,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Lucke Sebastian,GER,18,5.37,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,6.109,5.373,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Moro Guillaume,FRA,19,5.400,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,DNF,5.4,2024-07-12_Chamonix_Speed_Men_Qualification.csv
TANII Kazuki,JPN,20,5.408,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,DNF,5.408,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Lin YU,CHN,21,5.409,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,DNF,5.409,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Amon Kevin,AUT,22,5.43,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,6.785,5.431,2024-07-12_Chamonix_Speed_Men_Qualification.csv
David Julian,NZL,23,5.44 (5.533) (OcR),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.449,5.533,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Knapp Lukas,AUT,24,5.44 (9.121),IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.449,9.121,2024-07-12_Chamonix_Speed_Men_Qualification.csv
Carmanns Leander,GER,25,5.470,IFSC World Cup Chamonix 2024,1357,2024,Chamonix,Speed,Men,Qualification,2024-07-12,/api/v1/category_rounds/8520/results,/api/v1/events/1357/result/2,5.525,5.47,2024-07-12_Chamonix_Speed_Men_Qualification.csv
