name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LIN Thomas,USA,22,5.810,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,5.913,5.81,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
OMASA Ryo,JPN,23,5.813,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,5.813,DNF,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
MURAT Alisher,KAZ,24,5.85,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.457,5.85,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
BRUYNS Joshua,RSA,25,5.93 (AfR),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.024,5.932,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
BADER Linus,GER,26,5.96,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,5.963,6.144,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
VALES Lucas,USA,27,6.00,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.006,6.36,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
MINER Logan,USA,28,6.11,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,7.89,6.117,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Le Dylan,CAN,29,6.16,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.271,6.168,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
CHICAIZA DAVILA Tomas,ECU,30,6.17,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.31,6.17,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
FALL Matthew,GBR,31,6.20,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.415,6.2,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
UEGAKI Ginta,JPN,32,6.22,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.222,7.872,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Homan Evan,USA,33,6.67,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.674,6.887,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Johnston Ned,NZL,34,6.92,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,7.238,6.928,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Egg Pedro,BRA,35,6.99,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,6.993,8.412,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Chisholm Flynn,NZL,36,7.04,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,8.108,7.046,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
PUERTA WONG Kenu,PER,37,8.55,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,9.17,8.556,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
Knapp Lukas,AUT,38,FALSE START,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Men,Qualification,2024-05-03,/api/v1/category_rounds/8510/results,/api/v1/events/1355/result/2,DNS,DNS,2024-05-03_Salt Lake CIty_Speed_Men_Qualification.csv
