name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
ANRAKU Sorato,JPN,1,4T4z 15 8,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,5,2,2,2,4,1,4,3,2024-09-20_Prague_Boulder_Men_Semi-final.csv
NARASAKI Tomoa,JPN,2,4T4z 16 10,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,4,2,3,3,5,3,4,2,2024-09-20_Prague_Boulder_Men_Semi-final.csv
LEE Dohyun,KOR,3,3T4z 6 7,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,1,1,1,1,4,2,X,3,2024-09-20_Prague_Boulder_Men_Semi-final.csv
ROBERTS Toby,GBR,4,3T4z 9 15,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,1,1,4,3,4,2,X,9,2024-09-20_Prague_Boulder_Men_Semi-final.csv
CORNU Manuel,FRA,5,3T3z 8 7,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,1,1,3,3,X,X,4,3,2024-09-20_Prague_Boulder_Men_Semi-final.csv
ONDRA Adam,CZE,6,3T3z 11 7,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,2,1,4,2,X,X,5,4,2024-09-20_Prague_Boulder_Men_Semi-final.csv
Shahar Adam,USA,7,2T4z 2 13,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,1,1,X,4,1,1,X,7,2024-09-20_Prague_Boulder_Men_Semi-final.csv
MILNE Maximillian,GBR,8,2T4z 3 6,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,X,2,2,1,1,1,X,2,2024-09-20_Prague_Boulder_Men_Semi-final.csv
RICHARD Samuel,FRA,9,2T4z 4 11,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,1,1,3,3,X,3,X,4,2024-09-20_Prague_Boulder_Men_Semi-final.csv
SCHALCK Mejdi,FRA,10,2T3z 8 13,IFSC World Cup Prague 2024,1360,2024,Prague,Boulder,Men,Semi-final,2024-09-20,/api/v1/category_rounds/9299/results,/api/v1/events/1360/result/3,4,1,X,X,4,4,X,8,2024-09-20_Prague_Boulder_Men_Semi-final.csv
