name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
ANRAKU Sorato,JPN,1.0,5T5z 6 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,1,1,2,2,1,1,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Roberts Toby,GBR,1.0,4T5z 4 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,1,1,X,2,1,1,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
NARASAKI Tomoa,JPN,3.0,4T5z 6 7,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,1,X,2,1,1,2,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
KAYOTANI Ritsu,JPN,3.0,5T5z 11 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,2,2,1,1,5,4,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Van Duysen Hannes,BEL,5.0,4T5z 5 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,1,1,1,1,X,1,2,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
YOSHIDA Satone,JPN,5.0,4T4z 7 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,X,X,1,1,3,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
NARASAKI Meichi,JPN,7.0,4T5z 7 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,3,1,2,2,X,1,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Avezou Sam,FRA,7.0,3T5z 4 8,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,X,3,X,1,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Duffy Colin,USA,9.0,4T5z 7 11,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,1,1,X,4,3,3,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Uznik Nicolai,AUT,9.0,3T5z 10 12,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,4,4,X,1,X,1,5,5,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
CHON Jongwon,KOR,11.0,3T4z 7 8,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,3,1,3,3,X,X,1,1,X,3,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Peharc Anze,SLO,11.0,4T5z 8 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,4,1,X,1,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Schubert Jakob,AUT,13.0,2T5z 3 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,X,1,X,1,X,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Levin Ram,ISR,13.0,4T5z 9 9,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,5,4,1,1,1,1,X,1,2,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
LEE Dohyun,KOR,15.0,2T5z 3 8,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,X,1,X,3,X,1,2,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Mawem Mickael,FRA,15.0,4T4z 5 5,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,1,1,2,2,X,X,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Posch Jan-Luca,AUT,17.0,3T5z 7 12,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,X,2,1,1,3,3,X,3,3,3,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Fujiwaki Yuji,JPN,17.0,2T5z 3 9,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,X,3,X,2,X,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Milne Maximillian,GBR,19.0,2T5z 4 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,2,1,2,2,X,2,X,1,X,4,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Akhtar Dayan,GBR,19.0,3T5z 10 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,6,6,3,1,1,1,X,1,X,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Ogata Yoshiyuki,JPN,21.0,3T4z 4 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,1,1,2,2,X,X,X,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Collin Nicolas,BEL,21.0,2T5z 7 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,3,1,X,3,X,3,X,1,4,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Lehmann Sascha,SUI,21.0,3T4z 4 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,2,2,X,2,1,1,X,X,1,1,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Schenk Filip,ITA,24.0,2T4z 3 6,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,2,2,X,X,X,1,X,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
MacDougall Jack,GBR,25.0,2T4z 5 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,2,1,X,4,X,X,X,3,3,2,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
RAMADHAN RAVIANTO,INA,25.0,3T4z 6 7,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,2,2,2,2,2,2,X,1,X,X,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Marcus Nimrod,ISR,27.0,3T4z 8 7,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,3,1,4,2,1,1,X,X,X,3,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
von Freier Lasse,GER,27.0,2T4z 6 7,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,3,1,3,1,X,X,X,1,X,4,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
Lorenzi Simon,BEL,29.0,2T4z 8 10,IFSC World Cup Keqiao 2024,1353,2024,Keqiao,Boulder,Men,Qualification,2024-04-08,/api/v1/category_rounds/8508/results,/api/v1/events/1353/result/3,1,1,7,5,X,X,X,1,X,3,2024-04-08_Keqiao_Boulder_Men_Qualification.csv
