name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Garnbret Janja,SLO,1,TOP,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,TOP,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Rogora Laura,ITA,2,42+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,42+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
LUO ZHILU,CHN,3,40+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,40+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
ODA Natsumi,JPN,4,40+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,40+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
TANII Natsuki,JPN,5,39+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,39+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
SEO Chaehyun,KOR,6,38+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,38+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Mcneice Erin,GBR,7,37,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,37,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Krampl Mia,SLO,8,34+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,34+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Hily Manon,FRA,9,32+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,32+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
ITO Futaba,JPN,10,32+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,32+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Zhang YUETONG,CHN,11,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Avezou Zélia,FRA,12,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Meul Hannah,GER,13,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
NAKAGAWA Ryu,JPN,14,30+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,30+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Thompson-Smith Molly,GBR,15,30,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,30,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Gejo Stasa,SRB,16,29+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,29+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
KIM Jain,KOR,17,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Nonaka Miho,JPN,18,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Janicot Hélène,FRA,19,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Pötzi Mattea,AUT,20,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
Clark Adriene Akiko,USA,21,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+,2024-04-12_Wujiang_Lead_Women_Semi-final.csv
