name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
ANRAKU Sorato,JPN,1,4T4z 14 9,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,3,1,4,2,4,3,3,3,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
ROBERTS Toby,GBR,2,2T4z 5 17,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,1,1,X,11,X,2,4,3,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
NARASAKI Meichi,JPN,3,2T4z 7 11,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,3,1,X,2,X,4,4,4,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
ARRIAGADA KRÜGER Elias,GER,4,1T4z 1 14,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,1,1,X,4,X,3,X,6,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
KAYOTANI Ritsu,JPN,5,1T4z 2 13,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,2,1,X,5,X,2,X,5,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
AMAGASA Sohta,JPN,6,1T4z 3 10,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,2,X,2,X,3,3,3,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
INTRACHUPONGSE Ardch,THA,7,1T4z 5 15,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,3,X,1,X,6,5,5,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
NARASAKI Tomoa,JPN,8,1T4z 6 14,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,1,X,2,X,5,6,6,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
FUJIWAKI Yuji,JPN,9,1T3z 1 4,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,1,X,2,X,X,1,1,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
YOSHIDA Satone,JPN,10,1T3z 3 6,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,3,1,X,3,X,X,X,2,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
PEHARC Anze,SLO,11,1T3z 3 9,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,3,3,X,2,X,4,X,X,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
Vezonik Gregor,SLO,12,1T2z 2 4,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,2,2,X,2,X,X,X,X,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
LEMAGNER Thomas,FRA,13,0T3z 0 3,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,1,X,1,X,1,X,X,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
Duffy Colin,USA,14,0T3z 0 7,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Semi-final,2024-06-26,/api/v1/category_rounds/9091/results,/api/v1/events/1356/result/3,X,1,X,3,X,3,X,X,2024-06-26_Innsbruck_Boulder_Men_Semi-final.csv
