name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
ZHANG Shaoqin,CHN,1,6.64,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,6.646,6.747,2024-07-17_Briancon_Speed_Women_Qualification.csv
WANG Shengyan,CHN,2,6.74,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,6.749,6.851,2024-07-17_Briancon_Speed_Women_Qualification.csv
KALUCKA Natalia,POL,3,6.83,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,6.839,6.945,2024-07-17_Briancon_Speed_Women_Qualification.csv
DENG Lijuan,CHN,4,6.84,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,6.844,7.367,2024-07-17_Briancon_Speed_Women_Qualification.csv
RANDI  Giulia,ITA,5,6.85,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,6.852,6.956,2024-07-17_Briancon_Speed_Women_Qualification.csv
JEONG Jimin,KOR,6,6.96,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,8.865,6.963,2024-07-17_Briancon_Speed_Women_Qualification.csv
COLLI Beatrice,ITA,7,7.01,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,7.014,7.021,2024-07-17_Briancon_Speed_Women_Qualification.csv
ROMERO PÉREZ Leslie Adriana,ESP,8,7.12,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,8.359,7.125,2024-07-17_Briancon_Speed_Women_Qualification.csv
YANG Mi,CHN,9,7.27,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,7.344,7.274,2024-07-17_Briancon_Speed_Women_Qualification.csv
RITTER Franziska,GER,10,7.33,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,7.496,7.338,2024-07-17_Briancon_Speed_Women_Qualification.csv
FIORIO Agnese,ITA,11,7.49,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Women,Qualification,2024-07-17,/api/v1/category_rounds/8525/results,/api/v1/events/1358/result/6,11.543,7.493,2024-07-17_Briancon_Speed_Women_Qualification.csv
