name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
KOTAKE Mei,JPN,1,1.22,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,TOP,TOP,2024-07-17_Briancon_Lead_Women_Qualification.csv
ROGORA Laura,ITA,2,3.0,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,44+,41+,2024-07-17_Briancon_Lead_Women_Qualification.csv
KIM Jain,KOR,3,3.24,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,TOP,37+,2024-07-17_Briancon_Lead_Women_Qualification.csv
COPAR Sara,SLO,4,6.12,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37+,38+,2024-07-17_Briancon_Lead_Women_Qualification.csv
HILY Manon,FRA,5,6.24,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37,41+,2024-07-17_Briancon_Lead_Women_Qualification.csv
DOUMONT Heloïse,BEL,6,7.25,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37+,37+,2024-07-17_Briancon_Lead_Women_Qualification.csv
VAN DER MEER Lynn,NED,7,8.4,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,34+,41+,2024-07-17_Briancon_Lead_Women_Qualification.csv
TANII Natsuki,JPN,8,9.68,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37+,35+,2024-07-17_Briancon_Lead_Women_Qualification.csv
JANICOT Hélène,FRA,9,10.61,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37+,35,2024-07-17_Briancon_Lead_Women_Qualification.csv
POUGET Camille,FRA,10,11.49,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,40+,24+,2024-07-17_Briancon_Lead_Women_Qualification.csv
SKUSEK Lana,SLO,11,12.85,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37+,28,2024-07-17_Briancon_Lead_Women_Qualification.csv
TOTKOVA Aleksandra,BUL,12,13.75,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,34,37+,2024-07-17_Briancon_Lead_Women_Qualification.csv
Rekar Rosa,SLO,13,14.94,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,34+,36+,2024-07-17_Briancon_Lead_Women_Qualification.csv
TARKUS Lucija,SLO,13,14.94,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,34+,36+,2024-07-17_Briancon_Lead_Women_Qualification.csv
OBLASSER Flora,AUT,15,15.0,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,35+,35+,2024-07-17_Briancon_Lead_Women_Qualification.csv
TAKAO Tomona,JPN,15,15.0,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,35+,35+,2024-07-17_Briancon_Lead_Women_Qualification.csv
HAMMELMÜLLER Eva Maria,AUT,17,17.48,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37,26+,2024-07-17_Briancon_Lead_Women_Qualification.csv
ODA Natsumi,JPN,17,17.48,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Women,Qualification,2024-07-17,/api/v1/category_rounds/8523/results,/api/v1/events/1358/result/5,37,26+,2024-07-17_Briancon_Lead_Women_Qualification.csv
