name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
ANRAKU Sorato,JPN,1,1.73,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,44+,41+,2024-09-06_Koper_Lead_Men_Qualification.csv
Roberts Toby,GBR,2,2.74,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,44+,38,2024-09-06_Koper_Lead_Men_Qualification.csv
OMATA Shion,JPN,3,3.67,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,44+,36+,2024-09-06_Koper_Lead_Men_Qualification.csv
LEE Dohyun,KOR,4,4.74,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,44+,35+,2024-09-06_Koper_Lead_Men_Qualification.csv
HOMMA Taisei,JPN,5,5.48,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,39+,38,2024-09-06_Koper_Lead_Men_Qualification.csv
Utelli Jonas,SUI,6,6.24,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,44+,32+,2024-09-06_Koper_Lead_Men_Qualification.csv
YURIKUSA Ao,JPN,7,6.54,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,40+,36+,2024-09-06_Koper_Lead_Men_Qualification.csv
Lehmann Sascha,SUI,8,7.5,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,42+,35+,2024-09-06_Koper_Lead_Men_Qualification.csv
MURASHITA Zento,JPN,9,7.75,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,43,33+,2024-09-06_Koper_Lead_Men_Qualification.csv
YOSHIDA Satone,JPN,10,8.44,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,40+,35+,2024-09-06_Koper_Lead_Men_Qualification.csv
Avezou Sam,FRA,11,9.08,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,42+,33,2024-09-06_Koper_Lead_Men_Qualification.csv
KWON Kibeom,KOR,12,12.49,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,39+,32+,2024-09-06_Koper_Lead_Men_Qualification.csv
Bertone Max,FRA,13,12.55,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,36,35+,2024-09-06_Koper_Lead_Men_Qualification.csv
HIGUCHI Masahiro,JPN,14,13.49,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,38+,32+,2024-09-06_Koper_Lead_Men_Qualification.csv
Grünenfelder Nino,SUI,15,16.43,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Qualification,2024-09-06,/api/v1/category_rounds/8526/results,/api/v1/events/1359/result/1,36+,27+,2024-09-06_Koper_Lead_Men_Qualification.csv
