name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
KATIBIN Kiromal,INA,1.0,5.01,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.013,8.422,2024-10-02_Seoul_Speed_Men_Qualification.csv
LEONARDO Veddriq,INA,2.0,5.03,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.03,5.108,2024-10-02_Seoul_Speed_Men_Qualification.csv
WATSON Samuel,USA,3.0,5.04,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.045,DNF,2024-10-02_Seoul_Speed_Men_Qualification.csv
WU Peng,CHN,4.0,5.07,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.286,5.073,2024-10-02_Seoul_Speed_Men_Qualification.csv
NURSAMSA Raharjati,INA,5.0,5.09,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.099,6.961,2024-10-02_Seoul_Speed_Men_Qualification.csv
MAIMURATOV Amir,KAZ,6.0,5.11,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.114,6.171,2024-10-02_Seoul_Speed_Men_Qualification.csv
YASUKAWA Jun,JPN,7.0,5.16,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.162,DNF,2024-10-02_Seoul_Speed_Men_Qualification.csv
TKACH Yaroslav,UKR,8.0,5.18,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.319,5.181,2024-10-02_Seoul_Speed_Men_Qualification.csv
NOYA CARDONA Erik,ESP,9.0,5.19,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.195,5.315,2024-10-02_Seoul_Speed_Men_Qualification.csv
ZURLONI Matteo,ITA,10.0,5.20,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.836,5.201,2024-10-02_Seoul_Speed_Men_Qualification.csv
