name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
HOMMA Taisei,JPN,1,1.22,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,TOP,TOP,2024-07-17_Briancon_Lead_Men_Qualification.csv
OMATA Shion,JPN,2,1.94,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,TOP,38+,2024-07-17_Briancon_Lead_Men_Qualification.csv
YOSHIDA Satone,JPN,3,3.71,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35+,38+,2024-07-17_Briancon_Lead_Men_Qualification.csv
Placci Giovanni,ITA,4,6.18,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35,35+,2024-07-17_Briancon_Lead_Men_Qualification.csv
MURASHITA Zento,JPN,5,6.2,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35+,35,2024-07-17_Briancon_Lead_Men_Qualification.csv
UTELLI Jonas,SUI,6,7.95,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35+,34,2024-07-17_Briancon_Lead_Men_Qualification.csv
VANCRAEYNEST Ties,BEL,7,9.72,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,36,29+,2024-07-17_Briancon_Lead_Men_Qualification.csv
GHISOLFI Stefano,ITA,8,10.91,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35,33+,2024-07-17_Briancon_Lead_Men_Qualification.csv
SCHENK Filip,ITA,9,11.22,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,32,35+,2024-07-17_Briancon_Lead_Men_Qualification.csv
YURIKUSA Ao,JPN,10,11.61,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,35+,30+,2024-07-17_Briancon_Lead_Men_Qualification.csv
KWON Kibeom,KOR,11,11.94,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,33+,34+,2024-07-17_Briancon_Lead_Men_Qualification.csv
HALENKE Sebastian,GER,12,13.1,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,32+,35,2024-07-17_Briancon_Lead_Men_Qualification.csv
ISHIZU Mototaka,JPN,12,13.1,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,32+,35,2024-07-17_Briancon_Lead_Men_Qualification.csv
POLES Jordi,FRA,14,14.67,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,34+,31+,2024-07-17_Briancon_Lead_Men_Qualification.csv
HANKE Christoph,GER,15,16.2,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,33+,32+,2024-07-17_Briancon_Lead_Men_Qualification.csv
OGATA Yoshiyuki,JPN,15,16.2,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,33+,32+,2024-07-17_Briancon_Lead_Men_Qualification.csv
RAMADHAN Ravianto,INA,15,16.2,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,33+,32+,2024-07-17_Briancon_Lead_Men_Qualification.csv
RAMADHAN Raviandi,INA,18,16.31,IFSC World Cup Briançon 2024,1358,2024,Briancon,Lead,Men,Qualification,2024-07-17,/api/v1/category_rounds/8522/results,/api/v1/events/1358/result/1,32,34+,2024-07-17_Briancon_Lead_Men_Qualification.csv
