name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Zhong QiXin,CHN,1,8.190,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Sinitcyn Sergei,RUS,2,8.310,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Styenkovyy Maksym,UKR,3,8.340,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
ZHANG Ning,CHN,4,8.500,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Swirk Lukasz,POL,5,8.620,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Kokorin Stanislav,RUS,6,8.680,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Vaitsekhovskii Evgenii,RUS,7,8.760,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Nigmanov Zufar,RUS,8,8.970,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Shevchenko Arsenii,RUS,9,9.010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
Sirekanyan Vaginak,RUS,10,9.080,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",615,2010,Chamonix,Speed,Men,Qualification,2010-07-12,/api/v1/category_rounds/1406/results,/api/v1/events/615/result/2,2010-07-12_Chamonix_Speed_Men_Qualification.csv
