name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Zhong QiXin,CHN,1,6.580,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Hroza Libor,CZE,2,6.910,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Vaitsekhovskii Evgenii,RUS,3,7.220,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Kokorin Stanislav,RUS,4,7.250,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Toozandehjani Hamidreza,IRI,5,7.300,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Sinitcyn Sergei,RUS,6,7.360,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Zhang Yuhang,CHN,7,7.490,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
ZHANG Ning,CHN,8,7.580,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Swirk Lukasz,POL,9,7.810,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Zhong Lincai,CHN,10,7.890,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Nigmanov Zufar,RUS,11,7.960,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Mohammadinegad Mohsen,IRI,12,8.210,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Abdrakhmanov Sergey,RUS,13,8.400,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
Lai pingsheng,CHN,14,8.480,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Speed,Men,Qualification,2010-10-29,/api/v1/category_rounds/1449/results,/api/v1/events/621/result/2,2010-10-29_Huaiji_Speed_Men_Qualification.csv
