name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Ropek Edyta,,1,25.34,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,True,14.74,True,24.55,True,25.34,,,2010-07-24_Daone_Speed_Women_Final.csv
Morandi Sara,,2,FALL,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,True,21.65,True,23.14,False,FALL,,,2010-07-24_Daone_Speed_Women_Final.csv
Ryepko Olena,,3,26.94,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,True,24.49,False,FALL,,,True,26.94,2010-07-24_Daone_Speed_Women_Final.csv
Gaidamakina Alina,,4,38.83,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,True,26.98,False,26.37,,,False,38.83,2010-07-24_Daone_Speed_Women_Final.csv
Levochkina  Yuliya,,5,26.43,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,False,26.43,,,,,,,2010-07-24_Daone_Speed_Women_Final.csv
Savisko Anastasiya,,6,28.30,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,False,28.3,,,,,,,2010-07-24_Daone_Speed_Women_Final.csv
BUD Gusaim Oleksandra,,7,29.68,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,False,29.68,,,,,,,2010-07-24_Daone_Speed_Women_Final.csv
Buczek Klaudia,,8,30.41,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,616,2010,Daone,Speed,Women,Final,2010-07-24,/api/v1/category_rounds/1409/results,/api/v1/events/616/result/6,False,30.41,,,,,,,2010-07-24_Daone_Speed_Women_Final.csv
