name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Brumagne Mathilde,BEL,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Chereshneva Yana,RUS,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Eiter Angela,AUT,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Gros Natalija,SLO,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Kim Jain,KOR,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Markovic Mina,SLO,1,Top 1. | Top 1. [5.29],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,Top,Top
Bacher Barbara,AUT,7,37- 7. | Top 1. [7.48],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,37-,Top
Kobayashi Yuka,JPN,8,33+ 8. | Top 1. [8.72],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,33+,Top
Noguchi Akiyo,JPN,8,33+ 8. | Top 1. [8.72],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,33+,Top
Posch Katharina,AUT,8,33+ 8. | Top 1. [8.72],"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",621,2010,Huaiji,Lead,Women,Qualification,2010-10-29,/api/v1/category_rounds/1442/results,/api/v1/events/621/result/5,33+,Top
