name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Amma Sachi,JPN,1,Top 1. | Top 1. [3.16],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,Top,Top
Julian  Puigblanque Ramón ,ESP,1,Top 1. | Top 1. [3.16],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,Top,Top
Ondra Adam,CZE,1,Top 1. | Top 1. [3.16],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,Top,Top
Schubert Jakob,AUT,1,Top 1. | Top 1. [3.16],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,Top,Top
Lama David,AUT,5,40- 5. | Top 1. [4.69],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,40-,Top
Desgranges Romain,FRA,6,37- 8. | Top 1. [5.66],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,37-,Top
Supper Gautier,FRA,7,35+ 10. | Top 1. [6.63],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35+,Top
Verhoeven Jorg,NED,8,40- 5. | 43+ 9. [7.04],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,40-,43+
Tauporn Thomas,GER,9,37 7. | 43 10. [8.77],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,37,43
Chernikov Mikhail,RUS,10,36+ 9. | 41 14. [11.22],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,36+,41
Lechner Mario,AUT,11,34- 16. | 44- 8. [11.49],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,34-,44-
Son Sangwon,KOR,12,35+ 10. | 43- 13. [11.96],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35+,43-
Rudigier Max,AUT,13,35- 14. | 43 10. [12.63],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35-,43
Becan Klemen,SLO,14,35+ 10. | 39- 15. [13.06],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35+,39-
Usobiaga Lakunza Patxi,ESP,15,25- 20. | 43 10. [14.83],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,25-,43
Landry Fabrice,FRA,16,35- 14. | 39- 15. [14.99],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35-,39-
Dzyubyak Yuriy,UKR,17,35 13. | 33- 20. [16.72],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,35,33-
Ghisolfi Stefano,ITA,18,34- 16. | 36 17. [16.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,34-,36
Becan Jure,SLO,19,24 22. | 35.5- 18. [19.90],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,24,35.5-
Hojer Jan,GER,20,32- 18. | 30- 25. [21.21],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,32-,30-
Ballet Thomas,FRA,21,24- 23. | 35+ 19. [21.35],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,24-,35+
Esteller Ocaña Victor,ESP,22,24- 23. | 33- 20. [22.72],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,24-,33-
Ngo Truong,NED,23,24+ 21. | 26- 29. [24.89],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,24+,26-
Moreno De Los Huerto Daniel,ESP,24,29- 19. | 23+ 34. [25.60],IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,620,2010,Puurs,Lead,Men,Qualification,2010-09-24,/api/v1/category_rounds/1439/results,/api/v1/events/620/result/1,29-,23+
