name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
He CuiLian,CHN,1,10.440,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Ropek Edyta,POL,2,10.640,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Alekseeva Kseniia,RUS,3,11.080,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
PAN Xuhua,CHN,4,11.610,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Levochkina  Yuliya,RUS,5,12.960,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Li Chunhua,CHN,6,13.110,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Evstigneeva Olga,RUS,7,13.450,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
wang yang,CHN,8,13.470,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
RENQING LaMu,CHN,9,16.120,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
yang weiling,CHN,10,17.070,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
Guan Xiaotong,CHN,11,17.280,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
RenZeng WangMu,CHN,12,17.330,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
gesang wangmu,CHN,13,20.290,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",618,2010,Xining,Speed,Women,Qualification,2010-08-20,/api/v1/category_rounds/1420/results,/api/v1/events/618/result/6
