name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Levochkina  Yuliya,,1,10.43,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,True,11.24,True,10.84,True,10.43,,,2010-04-30_Trento_Speed_Women_Final.csv
Alekseeva Kseniia,,2,12.64,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,True,12.31,True,10.76,False,12.64,,,2010-04-30_Trento_Speed_Women_Final.csv
Ropek Edyta,,3,10.93,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,True,11.48,False,10.86,,,True,10.93,2010-04-30_Trento_Speed_Women_Final.csv
Evstigneeva Olga,,4,12.57,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,True,11.9,False,13.79,,,False,12.57,2010-04-30_Trento_Speed_Women_Final.csv
Blanco Lucelia,,5,11.73,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,False,11.73,,,,,,,2010-04-30_Trento_Speed_Women_Final.csv
Boyarskikh  Ekaterina,,6,12.69,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,False,12.69,,,,,,,2010-04-30_Trento_Speed_Women_Final.csv
Morandi Sara,,7,13.42,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,False,13.42,,,,,,,2010-04-30_Trento_Speed_Women_Final.csv
Sheremetyeva Olena,,8,FALL,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,608,2010,Trento,Speed,Women,Final,2010-04-30,/api/v1/category_rounds/1356/results,/api/v1/events/608/result/6,False,FALL,,,,,,,2010-04-30_Trento_Speed_Women_Final.csv
