name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
,,1,4t4 4b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,1,1,1,1,1,1,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,2,4t5 4b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,2,1,1,1,1,1,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,3,4t6 4b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,2,1,2,1,1,1,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,4,4t8 4b8,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,5,5,1,1,1,1,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,5,3t4 3b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,X,X,1,1,2,2,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,5,3t4 3b4,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,2,2,1,1,1,1,X,X,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,7,3t5 4b6,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,2,2,2,2,1,1,X,1,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,8,3t6 4b8,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,4,4,1,1,X,2,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,9,3t8 4b9,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,1,1,X,1,4,4,3,3,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
,,10,2t2 4b5,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,614,2010,Sheffield,Boulder,Women,Semi-Final,2010-07-03,/api/v1/category_rounds/9499/results,/api/v1/events/614/result/7,X,1,1,1,1,1,X,2,2010-07-03_Sheffield_Boulder_Women_Semi-Final.csv
