name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Graftiaux Chloé,BEL,1,4t5 4b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,1,1,1,1,1,1,2,1,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,2,4t10 4b8,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,4,4,3,1,1,1,2,2,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Avezou Cecile,FRA,3,3t3 4b6,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,1,1,1,1,1,1,X,3,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,4,3t3 4b7,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,X,4,1,1,1,1,1,1,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Johnson Alex,USA,5,3t4 4b6,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,1,1,1,1,2,1,X,3,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,6,3t5 4b8,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,X,3,1,1,1,1,3,3,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Shalagina Olga,UKR,7,3t5 3b3,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,2,1,2,1,1,1,X,X,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Gros Natalija,SLO,8,3t6 3b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,2,1,3,2,1,1,X,X,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,9,2t2 4b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,X,1,1,1,1,1,X,1,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Ansade Maud,FRA,10,2t3 3b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,2,2,1,1,X,1,X,X,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Abramchuk Yulia,RUS,11,2t4 4b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,2,1,X,1,2,1,X,1,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Ernst Johanna,AUT,12,1t1 4b5,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,X,1,X,1,1,1,X,2,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Wurm Juliane,GER,13,1t1 3b4,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,1,1,X,2,X,1,X,X,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,14,1t1 3b8,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,X,5,X,2,1,1,X,X,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,15,1t2 3b3,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,609,2010,Greifensee,Boulder,Women,Semi-Final,2010-05-14,/api/v1/category_rounds/1360/results,/api/v1/events/609/result/7,2,1,X,X,X,1,X,1,2010-05-14_Greifensee_Boulder_Women_Semi-Final.csv
