name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Abramchuk Yulia,RUS,1,4t4 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,1,1,1,1,1,1,1,1
Noguchi Akiyo,JPN,2,4t4 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,1,1,1,1,1,1,1,1
Stöhr Anna,AUT,3,4t5 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,2,1,1,1,1,1,1,1
Kim Jain,KOR,4,4t5 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,1,1,2,1,1,1,1,1
Graftiaux Chloé,BEL,5,4t5 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,1,1,1,1,2,1,1,1
Chereshneva Yana,RUS,6,4t8 4b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,3,2,1,1,3,3,1,1
Le Neve Melissa,FRA,7,4t9 4b7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,3,2,1,1,4,3,1,1
Balakireva Alexandra,RUS,8,3t3 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,X,1,1,1,1,1,1,1
Bibik Olga,RUS,9,3t3 4b4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,X,1,1,1,1,1,1,1
Shalagina Olga,UKR,10,3t5 4b6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,X,2,1,1,3,2,1,1
Avezou Cecile,FRA,11,3t5 4b9,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,X,6,1,1,3,1,1,1
Markovic Mina,SLO,12,3t6 4b5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",612,2010,Moscow,Boulder,Women,Semi-Final,2010-06-17,/api/v1/category_rounds/1378/results,/api/v1/events/612/result/7,X,1,2,1,3,2,1,1
