name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Lama David,AUT,1,Top,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,Top,2007-05-11_Imst_Lead_Men_Qualification.csv
Mrázek Tomás,CZE,1,Top,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,Top,2007-05-11_Imst_Lead_Men_Qualification.csv
Verhoeven Jorg,NED,1,Top,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,Top,2007-05-11_Imst_Lead_Men_Qualification.csv
Julian  Puigblanque Ramón ,ESP,1,Top,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,Top,2007-05-11_Imst_Lead_Men_Qualification.csv
Usobiaga Lakunza Patxi,ESP,5,51-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,51-,2007-05-11_Imst_Lead_Men_Qualification.csv
Marin Garcia Eduard,ESP,6,49+,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,49+,2007-05-11_Imst_Lead_Men_Qualification.csv
Crespi Flavio,ITA,6,49+,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,49+,2007-05-11_Imst_Lead_Men_Qualification.csv
Amma Sachi,JPN,8,49,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,49,2007-05-11_Imst_Lead_Men_Qualification.csv
Hirayama Yuji,JPN,9,48-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,48-,2007-05-11_Imst_Lead_Men_Qualification.csv
Fuselier Michaël,FRA,10,46-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,46-,2007-05-11_Imst_Lead_Men_Qualification.csv
Lopez Mateos Eric ,ESP,11,43,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,43,2007-05-11_Imst_Lead_Men_Qualification.csv
Dugit Fabien,FRA,12,43-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,43-,2007-05-11_Imst_Lead_Men_Qualification.csv
Lachat Cédric,SUI,13,42-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,42-,2007-05-11_Imst_Lead_Men_Qualification.csv
Fischhuber Kilian,AUT,13,42-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,42-,2007-05-11_Imst_Lead_Men_Qualification.csv
Bindhammer Christian,GER,13,42-,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,42-,2007-05-11_Imst_Lead_Men_Qualification.csv
Stranik Martin,CZE,16,41+,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,41+,2007-05-11_Imst_Lead_Men_Qualification.csv
Becan Klemen,SLO,16,41+,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,41+,2007-05-11_Imst_Lead_Men_Qualification.csv
Guerimand Flavien,FRA,16,41+,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,41+,2007-05-11_Imst_Lead_Men_Qualification.csv
Millet Sylvain,FRA,19,41,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,41,2007-05-11_Imst_Lead_Men_Qualification.csv
Desgranges Romain,FRA,19,41,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,474,2007,Imst,Lead,Men,Qualification,2007-05-11,/api/v1/category_rounds/626/results,/api/v1/events/474/result/1,41,2007-05-11_Imst_Lead_Men_Qualification.csv
