name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Sinitcyn Sergei,RUS,1,18.020,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Vaitsekhovskii Evgenii,RUS,2,19.780,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Skripov Anatoly,RUS,3,19.920,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Peshekhonov Alexander,RUS,4,20.340,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Escobar Manuel,VEN,5,21.290,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Komondi Csaba,HUN,6,21.520,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Carvajal Nestor,VEN,7,21.830,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
De Las Salas Leonel,VEN,8,21.920,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Amann Mark,AUT,9,22.750,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Osipov Maksym,UKR,10,23.370,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Swirk Lukasz,POL,11,23.460,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Kosterin Alexander,RUS,12,23.580,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Januel Nicolas,FRA,13,24.010,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Hroza Libor,CZE,14,24.180,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Svacha Jiri,CZE,15,27.480,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Portsev Aleksei,RUS,16,28.810,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Lau Johannes,GER,17,29.090,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Conrad Mathias,GER,18,29.350,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Sirotti Michel,ITA,19,29.700,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Coretti Manuel,ITA,20,30.150,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Giupponi Luca,ITA,21,31.250,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
Juhasz Gyula,HUN,22,36.690,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Qualification,2007-05-01,/api/v1/category_rounds/615/results,/api/v1/events/472/result/2
