name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
He Cuifang,CHN,1,33.830,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Yurina Valentina,RUS,2,34.570,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Stenkovaya Anna,RUS,3,34.780,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Ruyga Tatiana,RUS,4,36.230,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Ropek Edyta,POL,5,37.360,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Li Chunhua,CHN,6,37.810,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
He CuiLian,CHN,7,39.560,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Cheng Lai-Sho,HKG,8,39.730,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
Zhang Dan,CHN,9,43.870,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
peng huanmiao,CHN,10,43.950,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,480,2007,Qinghai,Speed,Women,Qualification,2007-08-11,/api/v1/category_rounds/664/results,/api/v1/events/480/result/6,2007-08-11_Qinghai_Speed_Women_Qualification.csv
