name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Noguchi Akiyo,JPN,1,4t4 4b4,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Tuzhylina Svitlana,UKR,2,4t5 4b5,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Danion Juliette,FRA,3,3t3 4b4,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Abramchuk Yulia,RUS,4,3t4 4b5,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,5,3t5 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,6,2t2 4b4,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Chereshneva Yana,RUS,7,2t2 4b6,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Levet Sandrine,FRA,8,2t2 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Shemulinkina  Tatiana,RUS,8,2t2 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Eiter Angela,AUT,8,2t2 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Ansade Maud,FRA,8,2t2 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Graftiaux Chloé,BEL,8,2t2 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Rajfova Silvie,CZE,13,2t3 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
Claassen Paige,USA,13,2t3 3b3,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,481,2007,Aviles,Boulder,Women,Semi-Final,2007-09-17,/api/v1/category_rounds/675/results,/api/v1/events/481/result/7,2007-09-17_Aviles_Boulder_Women_Semi-Final.csv
