name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Danion Juliette,FRA,1,3t5 3b5,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Shalagina Olga,UKR,2,2t3 3b7,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,3,2t5 4b9,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Bezhko Olga,UKR,4,2t5 3b5,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Abramchuk Yulia,RUS,5,2t5 2b5,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,6,2t7 2b7,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Shemulinkina  Tatiana,RUS,7,1t1 2b2,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Gallyamova Anna,RUS,8,1t1 2b5,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Gros Natalija,SLO,9,1t1 1b1,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Lind Angelica,SWE,10,1t2 1b1,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
Balakireva Alexandra,RUS,11,1t2 1b2,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,485,2007,Brno,Boulder,Women,Semi-Final,2007-11-09,/api/v1/category_rounds/707/results,/api/v1/events/485/result/7,2007-11-09_Brno_Boulder_Women_Semi-Final.csv
