name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Skripov Anatoly,RUS,1,15.400,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Sinitcyn Sergei,RUS,2,15.420,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Escobar Manuel,VEN,3,16.890,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Osipov Maksym,UKR,4,19.730,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Komondi Csaba,HUN,5,18.200,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Januel Nicolas,FRA,6,18.480,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
De Las Salas Leonel,VEN,7,18.930,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,RUS,8,19.500,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Kosterin Alexander,RUS,9,18.660,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Amann Mark,AUT,10,20.510,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Carvajal Nestor,VEN,11,20.810,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Swirk Lukasz,POL,12,21.650,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Peshekhonov Alexander,RUS,13,22.060,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Portsev Aleksei,RUS,14,23.840,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Hroza Libor,CZE,15,23.850,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
Svacha Jiri,CZE,16,24.580,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,472,2007,Trento,Speed,Men,Final,2007-05-01,/api/v1/category_rounds/616/results,/api/v1/events/472/result/2,2007-05-01_Trento_Speed_Men_Final.csv
