name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Noguchi Akiyo,JPN,1,3t11 3b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Danion Juliette,FRA,2,2t2 2b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Graftiaux Chloé,BEL,3,2t2 2b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Gros Natalija,SLO,4,1t1 3b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Shalagina Olga,UKR,5,1t1 2b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Perlova Nataliya,UKR,6,1t2 2b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Rajfova Silvie,CZE,7,1t3 3b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Levet Sandrine,FRA,8,1t3 2b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Lavarda Jenny,ITA,9,1t4 1b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Ansade Maud,FRA,10,0t 3b11,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Balakireva Alexandra,RUS,11,0t 2b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Lipenska Helena,CZE,12,0t 2b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Abramchuk Yulia,RUS,13,0t 2b11,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Berry Samantha,AUS,14,0t 2b12,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Son Mélanie,FRA,15,0t 2b12,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Marchisio Stella,ITA,16,0t 1b1,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Bacher Barbara,AUT,17,0t 0b,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Longo Roberta,ITA,18,0t 0b,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Hodann Anja,SWE,19,0t 0b,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
Battaglia Claudia,ITA,20,0t 0b,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Women,Semi-Final,2007-06-22,/api/v1/category_rounds/642/results,/api/v1/events/477/result/7
