name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Sharafutdinov Dmitrii,RUS,1,3t11 4b8,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
Moroni Gabriele,ITA,2,2t6 4b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
Matsushima Akito,JPN,3,2t9 2b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
Fischhuber Kilian,AUT,4,1t1 4b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
Shalagin Mykhaylo,UKR,5,1t1 4b7,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
Glairon Mondet Guillaume,FRA,6,1t3 3b7,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,477,2007,Fiera di Primiero,Boulder,Men,Final,2007-06-22,/api/v1/category_rounds/646/results,/api/v1/events/477/result/3
