name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Fischhuber Kilian,AUT,1,6t7 6b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Matsushima Akito,JPN,2,6t13 6b9,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Julien Stéphan,FRA,3,5t8 6b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Sharafutdinov Dmitrii,RUS,4,5t9 6b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Glairon Mondet Guillaume,FRA,5,5t9 6b9,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Pouvreau Gérome,FRA,6,4t5 6b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Baumann Jonas,GER,7,4t5 6b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Lachat Cédric,SUI,8,4t5 6b9,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Meyer Jérôme,FRA,9,4t6 5b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
Moroni Gabriele,ITA,10,4t7 5b5,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,475,2007,Grindelwald,Boulder,Men,Qualification,2007-06-08,/api/v1/category_rounds/632/results,/api/v1/events/475/result/3,2007-06-08_Grindelwald_Boulder_Men_Qualification.csv
