name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Grossman Natalia,USA,1,4T4z 8 5,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,1,1,5,2,1,1,1,1
Kikuchi Saki,JPN,2,3T4z 9 14,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,5,4,1,1,3,3,X,6
SEO CHAEHYUN,KOR,3,3T4z 13 13,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,2,1,9,9,2,2,X,1
Nonaka Miho,JPN,4,3T3z 8 4,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,5,1,1,1,2,2,X,X
Meul Hannah,GER,5,2T4z 3 5,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,2,1,1,1,X,1,X,2
Ito Futaba,JPN,6,2T4z 3 7,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,1,1,2,2,X,3,X,1
Raboutou Brooke,USA,7,2T4z 3 10,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,X,1,2,2,1,1,X,6
Pilz Jessica,AUT,8,2T4z 5 7,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,X,1,1,1,4,3,X,2
Gibert Fanny,FRA,9,2T4z 8 15,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,6,6,2,2,X,1,X,6
LUO ZHILU,CHN,10,2T3z 4 4,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,2,1,2,2,X,X,X,1
SA SOL,KOR,11,1T4z 2 13,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",1238,2022,Innsbruck,Boulder,Women,Semi-final,2022-06-22,/api/v1/category_rounds/7542/results,/api/v1/events/1238/result/7,X,1,X,6,2,2,X,4
