name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
Kalucka Natalia,POL,1,7.00,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.0,7.113,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
HUNT Emma,USA,2,7.02 (PaR),"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.128,7.029,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Kalucka Aleksandra,POL,3,7.06,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.06,7.974,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
DENG LIJUAN,CHN,4,7.24,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.257,7.247,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
WANG SHENGYAN,CHN,5,7.574,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.596,7.574,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,6,7.579,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.579,7.724,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Sarisson Aurelia,FRA,7,7.62,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.628,9.32,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Viglione Capucine,FRA,8,7.66,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.667,7.881,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
NIU DI,CHN,9,7.67,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.679,7.741,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
XIE YUFANG,CHN,9,7.67,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.679,7.741,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Colli Beatrice,ITA,11,7.691,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.691,8.393,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Randi  Giulia,ITA,12,7.698,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,9.291,7.698,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Brozek Anna,POL,13,7.699,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,7.699,DNF,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Ulzhabayeva Tamara,KAZ,14,8.03,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,8.084,8.032,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
XIE GUIZHEN,CHN,15,8.07,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,DNF,8.072,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Bellesini Sofia,ITA,16,8.18,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,9.345,8.186,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Koch Julia,GER,17,8.28,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,8.284,8.663,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Marlenova Assel,KAZ,18,8.42,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,9.538,8.424,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
HAYASHI Natsumi,JPN,19,8.79,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,8.79,12.327,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
JEONG Jimin,KOR,20,8.80,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,8.805,9.077,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Ritter Franziska,GER,21,9.65,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,DNF,9.651,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
AIBARA Manami,JPN,22,9.93,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,15.394,9.936,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Curcio Sophia,USA,23,9.94,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,9.941,10.207,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Fillingham Saveena,GBR,24,10.29,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,10.297,11.758,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
KANETANI Haruka,JPN,25,11.50,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,11.508,DNF,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Agambayeva Margarita,KAZ,26,FALL,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,DNF,DNF,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
Velev Erica,CAN,27,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Women,Qualification,2022-09-09,/api/v1/category_rounds/7552/results,/api/v1/events/1288/result/6,9.118,DNS,2022-09-09_Edinburgh_Speed_Women_Qualification.csv
