name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Garnbret Janja,SLO,1,1.94,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,TOP,TOP,2022-09-24_Jakarta_Lead_Women_Qualification.csv
SEO Chaehyun,KOR,1,1.94,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,TOP,TOP,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Lukan Vita,SLO,3,2.74,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,TOP,45,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Meul Hannah,GER,4,3.35,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,TOP,44+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Rogora Laura,ITA,5,5.98,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,43+,43+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Tanii Natsuki,JPN,5,5.98,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,43+,43+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Krampl Mia,SLO,7,6.36,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,40,44+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
NAKAGAWA Ryu,JPN,8,8.25,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,42+,39+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
KOIKE Hana,JPN,9,8.57,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,43,38+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Ota Risa,JPN,10,9.67,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,37,39+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Smetanova Michaela,CZE,11,12.55,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,35+,38+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Condie Kyra,USA,12,13.42,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,35+,34+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Kotake Mei,JPN,13,13.96,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,38+,21+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Adamovska Eliska,CZE,14,14.28,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,36,22,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Yip Alannah,CAN,15,15.25,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,35+,26+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Atkins Käthe,GER,16,15.72,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,31+,32+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
KAKIZAKI Miu,JPN,17,17.1,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,35+,21+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Shiran Noa,ISR,18,18.04,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,29+,26+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Egli Liv,SUI,19,18.33,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,27+,29+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Demmel Martina,GER,20,18.57,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,35+,21,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Lin Hsiu-Ju,TPE,21,19.75,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,30+,21+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
SEO Yejoo,KOR,22,20.71,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,28,21+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
WIDIA FUJIYANTI,INA,23,21.21,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,32+,20+,2022-09-24_Jakarta_Lead_Women_Qualification.csv
Lee Hung Ying,TPE,24,23.49,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Lead,Women,Qualification,2022-09-24,/api/v1/category_rounds/6875/results,/api/v1/events/1243/result/5,27+,21,2022-09-24_Jakarta_Lead_Women_Qualification.csv
