name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
Brosler John,USA,1,5.20 (PaR),"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.204,5.33,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
KATIBIN KIROMAL,INA,2,5.42,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.429,6.981,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Maimuratov Amir,KAZ,3,5.67,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,6.004,5.671,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,4,5.685,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.845,5.685,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
LEONARDO VEDDRIQ,INA,5,5.687,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.687,6.677,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,6,5.70,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,DNF,5.707,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Granja Carlos,ECU,7,5.762,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.762,5.99,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Bratschi Noah,USA,8,5.769,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.935,5.769,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Dzienski Marcin,POL,9,5.78,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,7.131,5.783,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
Moro Guillaume,FRA,10,5.79,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Qualification,2022-05-20,/api/v1/category_rounds/7415/results,/api/v1/events/1236/result/2,5.794,5.934,2022-05-20_Salt Lake City_Speed_Men_Qualification.csv
