name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Grossman Natalia,USA,1,5T5z 6 5,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,2,1,1,1,1,1,1,1
Gejo Stasa,SRB,2,5T5z 10 8,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,4,3,1,1,3,2,1,1
Moroni Camilla,ITA,3,4T5z 5 8,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,2,1,1,1,X,4,1,1,1,1
Bertone Oriane,FRA,4,4T5z 10 7,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,3,2,2,1,3,1,X,1,2,2
Sterrer Franziska,AUT,5,4T5z 10 15,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,3,3,3,3,X,5,3,3
Nonaka Miho,JPN,6,4T5z 11 5,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,8,1,1,1,X,1,1,1
Ito Futaba,JPN,7,4T5z 14 16,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,4,4,4,4,5,5,X,2,1,1
Pilz Jessica,AUT,8,3T5z 8 8,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,2,1,X,2,2,2,X,1,4,2
SA SOL,KOR,9,3T5z 10 14,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,2,1,4,2,X,1,X,6,4,4
AOYAGI Mia,JPN,10,3T3z 7 6,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,2,1,4,4,X,X,X,X
Rakovec Lucka,SLO,11,2T5z 2 6,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,1,1,X,2,X,1,X,1,1,1
Cohaut Flavy,FRA,12,2T5z 7 11,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,1,5,3,2,2,X,3,X,2
Cullen Kylie,USA,13,2T4z 5 9,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,1,1,1,X,3,X,X,4,4
Wienand Roxana,GER,14,2T4z 5 10,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,X,3,1,2,2,X,3,X,4
Coscoy Cloe,USA,15,2T4z 5 17,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,X,X,9,1,1,X,3,4,4
Raboutou Brooke,USA,16,2T4z 7 8,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,X,X,1,X,1,2,1,5,5
Rogora Laura,ITA,17,2T4z 10 19,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Boulder,Women,Qualification,2022-05-06,/api/v1/category_rounds/6849/results,/api/v1/events/1235/result/7,X,X,5,1,X,12,X,1,5,5
