name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
KATIBIN KIROMAL,INA,1,5.64,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.452,True,5.594,True,5.49,True,5.643,,
Bratschi Noah,USA,2,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.874,True,5.736,True,5.648,False,FALL,,
LEONARDO VEDDRIQ,INA,3,5.59,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.484,True,5.607,False,FALL,,,True,5.595
Fossali Ludovico,ITA,4,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.799,True,6.502,False,FALL,,,False,FALL
Brosler John,USA,5,6.27,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.898,False,6.277,,,,,,
Maimuratov Amir,KAZ,6,7.03,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.877,False,7.039,,,,,,
Granja Carlos,ECU,7,5.73,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,6.105,False,5.732,,,,,,
Watson Samuel,USA,8,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,True,5.816,False,FALL,,,,,,
Noya Cardona Erik,ESP,9,7.69,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,7.698,,,,,,,,
Dzienski Marcin,POL,10,6.69,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,6.694,,,,,,,,
Moro Guillaume,FRA,11,9.40,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,9.402,,,,,,,,
Ernsberger Merritt,USA,12,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,FALL,,,,,,,,
Rebreyend Pierre,FRA,13,5.93,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,5.935,,,,,,,,
Pitcher Ethan,CAN,14,8.50,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,8.508,,,,,,,,
Zodda Gian Luca,ITA,15,6.91,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,6.915,,,,,,,,
O'Francia Quinn,USA,16,6.26,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Speed,Men,Final,2022-05-20,/api/v1/category_rounds/7431/results,/api/v1/events/1236/result/2,False,6.262,,,,,,,,
