name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LEONARDO VEDDRIQ,INA,1,5.06,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.066,5.146,2022-09-24_Jakarta_Speed_Men_Qualification.csv
LONG JINBAO,CHN,2,5.20,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.206,5.403,2022-09-24_Jakarta_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,3,5.24,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.241,5.326,2022-09-24_Jakarta_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,4,5.30,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.324,5.3,2022-09-24_Jakarta_Speed_Men_Qualification.csv
CAO LONG,CHN,5,5.35,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.414,5.352,2022-09-24_Jakarta_Speed_Men_Qualification.csv
NURSAMSA RAHARJATI,INA,6,5.40,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,6.776,5.401,2022-09-24_Jakarta_Speed_Men_Qualification.csv
SHIN Euncheol,KOR,7,5.434,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.556,5.434,2022-09-24_Jakarta_Speed_Men_Qualification.csv
KATIBIN KIROMAL,INA,8,5.436,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.436,6.456,2022-09-24_Jakarta_Speed_Men_Qualification.csv
TRI SYAHRIA ADITYA,INA,9,5.44,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.449,6.039,2022-09-24_Jakarta_Speed_Men_Qualification.csv
Watson Samuel,USA,10,5.46,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Men,Qualification,2022-09-24,/api/v1/category_rounds/6876/results,/api/v1/events/1243/result/2,5.46,5.543,2022-09-24_Jakarta_Speed_Men_Qualification.csv
