name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Watson Samuel,USA,1,5.97,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.808,True,WILDCARD,True,5.611,True,5.974,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
LONG JINBAO,CHN,2,6.93,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.546,True,5.385,True,5.422,False,6.933,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Noya Cardona Erik,ESP,3,WILDCARD,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.688,True,5.48,False,FALL,,,True,WILDCARD,2022-09-09_Edinburgh_Speed_Men_Final.csv
Zodda Gian Luca,ITA,4,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.763,True,5.629,False,FALL,,,False,FALSE START,2022-09-09_Edinburgh_Speed_Men_Final.csv
LONG JIANGUO,CHN,5,FALL,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.488,False,FALL,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Khaibullin Rishat,KAZ,6,6.40,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,WILDCARD,False,6.404,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Brosler John,USA,7,FALL,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.916,False,FALL,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
JUNG Yongjun,KOR,8,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,True,5.821,False,FALSE START,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Moro Guillaume,FRA,9,5.91,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,5.918,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
OMASA Ryo,JPN,10,5.94,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,5.941,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Pitcher Ethan,CAN,11,9.44,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,9.44,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Bratschi Noah,USA,12,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,FALSE START,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Li Richard,USA,13,8.54,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,8.548,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Carmanns Leander,GER,14,5.83,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,5.834,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Knapp Lukas,AUT,15,7.78,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,7.786,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
Goodacre Joe,USA,16,8.83,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Final,2022-09-09,/api/v1/category_rounds/7651/results,/api/v1/events/1288/result/2,False,8.834,,,,,,,,,2022-09-09_Edinburgh_Speed_Men_Final.csv
