name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
Marlenova Assel,KAZ,29,8.41,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,10.719,8.411,2022-07-08_Chamonix_Speed_Women_Qualification.csv
NOH HEEJU,KOR,30,8.60,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,8.606,8.744,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Runnels Liberty,USA,31,8.67,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,8.676,DNF,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Vouaux Sarah,FRA,32,8.73,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,8.745,8.731,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Curcio Sophia,USA,33,8.74,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,8.743,8.936,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Lakzaiifar Kobra,IRI,34,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,10.102,8.831,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Macias Ferreira Valeria,MEX,35,8.84,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,8.882,8.844,2022-07-08_Chamonix_Speed_Women_Qualification.csv
LESTARI PUJA,INA,36,9.07,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,9.414,9.074,2022-07-08_Chamonix_Speed_Women_Qualification.csv
SUNG HANAREUM,KOR,37,9.12,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,11.177,9.12,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Agambayeva Margarita,KAZ,38,9.18,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,9.739,9.185,2022-07-08_Chamonix_Speed_Women_Qualification.csv
Hidalgo Amezquita María Fernanda,MEX,39,12.11,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Speed,Women,Qualification,2022-07-08,/api/v1/category_rounds/6869/results,/api/v1/events/1240/result/6,12.11,12.343,2022-07-08_Chamonix_Speed_Women_Qualification.csv
