name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Grossman Natalia,USA,1,4T4z 9 9,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,4,4,1,1,3,3,1,1
Raboutou Brooke,USA,2,3T4z 5 14,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,X,10,2,2,2,1,1,1
Nonaka Miho,JPN,3,3T4z 9 18,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,X,9,2,2,6,6,1,1
Pilz Jessica,AUT,4,3T4z 16 19,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,11,11,1,1,4,4,X,3
Sterrer Franziska,AUT,5,1T3z 1 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,X,X,1,1,X,2,X,4
Moroni Camilla,ITA,6,1T3z 2 21,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1236,2022,Salt Lake City,Boulder,Women,Final,2022-05-20,/api/v1/category_rounds/7430/results,/api/v1/events/1236/result/7,X,8,2,2,X,11,X,X
