name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Grupper Jesse,USA,1,TOP,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,TOP,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Potocar Luka,SLO,2,TOP,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,TOP,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Homma Taisei,JPN,3,44,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,44,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Megos Alexander,GER,4,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Flohé Yannick,GER,5,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Duffy Colin,USA,6,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Schenk Filip,ITA,7,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
McArthur Hamish,GBR,8,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Ogata Yoshiyuki,JPN,8,41+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Lehmann Sascha,SUI,10,41,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Bailey Sean,USA,11,41,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Halenke Sebastian,GER,12,41,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,41,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Ghisolfi Stefano,ITA,13,39+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,39+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Higuchi Masahiro,JPN,14,39,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,39,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Marchaland Jules,FRA,15,38+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,38+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Avezou Sam,FRA,16,38,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,38,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Skofic Domen,SLO,17,35+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,35+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Roberts Toby,GBR,18,28+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,28+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Shemla Yuval,ISR,19,28,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,28,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Utelli Jonas,SUI,20,28,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,28,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Stranik Martin,CZE,21,27+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,27+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Baudrand Oscar,CAN,22,27,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,27,2022-07-22_Briançon_Lead_Men_Semi-final.csv
YOSHIDA Satone,JPN,23,26+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,26+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Fujii Kokoro,JPN,24,25+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,25+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
Bombardi Marcello,ITA,25,25+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,25+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
YURIKUSA Ao,JPN,26,2+,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Men,Semi-final,2022-07-22,/api/v1/category_rounds/7583/results,/api/v1/events/1241/result/1,2+,2022-07-22_Briançon_Lead_Men_Semi-final.csv
