name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
KATIBIN KIROMAL,INA,1,5.17 (WR) (AsR),"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.178,5.301,2022-05-06_Seoul_Speed_Men_Qualification.csv
LEONARDO VEDDRIQ,INA,2,5.41,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.615,5.413,2022-05-06_Seoul_Speed_Men_Qualification.csv
ADI MULYONO RAHMAD,INA,3,5.48,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.711,5.48,2022-05-06_Seoul_Speed_Men_Qualification.csv
Alipour Shenazandifard Reza,IRI,4,5.49,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.514,5.498,2022-05-06_Seoul_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,5,5.70,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.7,5.772,2022-05-06_Seoul_Speed_Men_Qualification.csv
ARIPIN ZAENAL,INA,6,5.74,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.744,5.82,2022-05-06_Seoul_Speed_Men_Qualification.csv
LEE SEUNG BEOM,KOR,7,5.76,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.773,5.767,2022-05-06_Seoul_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,8,5.78,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.78,5.895,2022-05-06_Seoul_Speed_Men_Qualification.csv
Moro Guillaume,FRA,9,5.79,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.792,6.291,2022-05-06_Seoul_Speed_Men_Qualification.csv
MUHAMMAD FAJRI ALFIAN,INA,10,5.80,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,6.192,5.8,2022-05-06_Seoul_Speed_Men_Qualification.csv
JUNG YONGJUN,KOR,11,5.85,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.853,7.251,2022-05-06_Seoul_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,12,5.887,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.887,6.953,2022-05-06_Seoul_Speed_Men_Qualification.csv
Plangger Tobias,AUT,13,5.889,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.889,7.907,2022-05-06_Seoul_Speed_Men_Qualification.csv
NURSAMSA RAHARJATI,INA,14,5.93,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.939,7.541,2022-05-06_Seoul_Speed_Men_Qualification.csv
Rebreyend Pierre,FRA,15,5.94,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,5.944,6.081,2022-05-06_Seoul_Speed_Men_Qualification.csv
Watson Samuel,USA,16,5.97,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,6.177,5.974,2022-05-06_Seoul_Speed_Men_Qualification.csv
Carmanns Leander,GER,17,6.01,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,7.964,6.017,2022-05-06_Seoul_Speed_Men_Qualification.csv
Goodacre Joe,USA,18,6.12,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,6.26,6.12,2022-05-06_Seoul_Speed_Men_Qualification.csv
Ikeda Yudai,JPN,19,6.15,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,6.153,7.504,2022-05-06_Seoul_Speed_Men_Qualification.csv
OMASA Ryo,JPN,20,6.17,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,Qualification,2022-05-06,/api/v1/category_rounds/6850/results,/api/v1/events/1235/result/2,6.174,6.614,2022-05-06_Seoul_Speed_Men_Qualification.csv
