name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
DENG LIJUAN,CHN,1,6.66,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.053,True,6.916,True,6.691,True,6.666,,
Kalucka Natalia,POL,2,7.20,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.528,True,7.273,True,7.361,False,7.209,,
Kalucka Aleksandra,POL,3,6.81,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.116,True,6.917,False,6.77,,,True,6.811
NIU DI,CHN,4,FALL,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.236,True,7.308,False,7.702,,,False,FALL
Hunt Emma,USA,5,8.07,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.158,False,8.071,,,,,,
IQAMAH NURUL,INA,6,7.09,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,WILDCARD,False,7.09,,,,,,
AMANDA NARDA MUTIA,INA,7,7.33,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,9.428,False,7.336,,,,,,
XIE YUFANG,CHN,8,7.57,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,True,7.584,False,7.576,,,,,,
MADE RITA KUSUMA DEWI DESAK,INA,9,8.22,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,8.226,,,,,,,,
Sarisson Aurelia,FRA,10,7.37,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,7.378,,,,,,,,
WANG SHENGYAN,CHN,11,FALL,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,FALL,,,,,,,,
FADILLAH RAHMAYUNA,INA,12,FALSE START,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,FALSE START,,,,,,,,
JEONG Jimin,KOR,13,7.47,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,7.476,,,,,,,,
Ver Khadijah Alivany,INA,14,7.82,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,7.828,,,,,,,,
Viglione Capucine,FRA,15,7.48,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,7.489,,,,,,,,
XIE GUIZHEN,CHN,16,7.78,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Final,2022-09-24,/api/v1/category_rounds/7798/results,/api/v1/events/1243/result/6,False,7.787,,,,,,,,
