name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Homma Taisei,JPN,1,2.24,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,44+,TOP,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
YURIKUSA Ao,JPN,2,3.74,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,44+,46+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Grupper Jesse,USA,3,4.61,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,40+,TOP,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Ginés López Alberto,ESP,4,4.8,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,44+,45+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Duffy Colin,USA,5,5.7,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,39+,TOP,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
YOSHIDA Satone,JPN,6,6.89,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,36+,TOP,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Lehmann Sascha,SUI,7,7.71,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,40+,46+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Schenk Filip,ITA,8,8.25,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,43+,43+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Coleman Nathaniel,USA,9,9.54,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,39+,46+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Skofic Domen,SLO,10,9.67,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,41+,43+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
Higuchi Masahiro,JPN,11,9.89,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Lead,Men,Qualification,2022-09-09,/api/v1/category_rounds/7549/results,/api/v1/events/1288/result/1,40+,45+,2022-09-09_Edinburgh_Lead_Men_Qualification.csv
