name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
KATIBIN KIROMAL,INA,1,5.10 (WR) (AsR),"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.105,6.593,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
LEONARDO VEDDRIQ,INA,2,5.28,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.432,5.281,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
BROSLER John,USA,3,5.57,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.572,7.037,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
SHIN EUNCHEOL,KOR,4,5.58,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.725,5.586,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,5,5.67,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.731,5.672,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,6,5.68,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,6.318,5.686,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
JUNG YONGJUN,KOR,7,5.71,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.805,5.713,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
Dzienski Marcin,POL,8,5.732,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.732,6.416,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
LEE SEUNGBEOM,KOR,9,5.737,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.737,5.926,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
WATSON Samuel,USA,10,5.739,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Qualification,2022-05-27,/api/v1/category_rounds/6856/results,/api/v1/events/1237/result/2,5.739,DNF,2022-05-27_Salt Lake City_Speed_Men_Qualification.csv
