name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Bailey Sean,USA,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Flohé Yannick,GER,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Homma Taisei,JPN,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
LEE DOHYUN,KOR,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Lehmann Sascha,SUI,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
McArthur Hamish,GBR,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Megos Alexander,GER,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Ondra Adam,CZE,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Pope James,GBR,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
Scherz Stefan,AUT,1.0,8.83,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",1240,2022,Chamonix,Lead,Men,Qualification,2022-07-08,/api/v1/category_rounds/6866/results,/api/v1/events/1240/result/1,TOP,TOP,2022-07-08_Chamonix_Lead_Men_Qualification.csv
